receipt_id,store_id,vendor_id,purchase_order_id,receipt_timestamp,sku_id,quantity_ordered,quantity_received,quantity_damaged_on_arrival,received_by_employee_id
52080,33,8,PO-00052080,2024-11-29 00:00:00,44,48,48,0,10033
52081,33,7,PO-00052081,2024-11-29 00:00:00,43,12,12,0,10033
52082,33,3,PO-00052082,2024-11-29 00:00:00,63,12,12,0,10033
52083,33,4,PO-00052083,2024-11-29 00:00:00,160,24,24,0,10033
52084,33,12,PO-00052084,2024-11-29 00:00:00,84,12,12,0,10033
52085,33,5,PO-00052085,2024-11-29 00:00:00,101,12,12,0,10033
52086,33,7,PO-00052086,2024-11-29 00:00:00,19,48,48,0,10033
52087,33,5,PO-00052087,2024-11-29 00:00:00,161,12,12,0,10033
52088,33,12,PO-00052088,2024-11-29 00:00:00,168,24,24,0,10033
52089,33,11,PO-00052089,2024-11-29 00:00:00,107,12,12,0,10033
52090,33,7,PO-00052090,2024-11-29 00:00:00,7,12,12,0,10033
52091,33,3,PO-00052091,2024-11-29 00:00:00,87,48,48,0,10033
52092,33,3,PO-00052092,2024-11-29 00:00:00,27,24,24,0,10033
52093,33,10,PO-00052093,2024-11-29 00:00:00,58,12,12,0,10033
52094,33,1,PO-00052094,2024-11-09 00:00:00,169,24,24,0,10033
52095,33,5,PO-00052095,2024-11-09 00:00:00,53,12,12,2,10033
52096,33,1,PO-00052096,2024-11-09 00:00:00,121,12,12,0,10033
52097,33,2,PO-00052097,2024-11-09 00:00:00,62,24,24,0,10033
52098,33,12,PO-00052098,2024-11-09 00:00:00,12,24,24,0,10033
52099,33,1,PO-00052099,2024-11-09 00:00:00,1,24,24,0,10033
52100,33,1,PO-00052100,2024-11-09 00:00:00,73,48,48,0,10033
52101,33,11,PO-00052101,2024-11-09 00:00:00,143,12,12,0,10033
52102,33,3,PO-00052102,2024-11-09 00:00:00,39,24,24,0,10033
52103,33,7,PO-00052103,2024-11-09 00:00:00,139,24,24,1,10033
52104,33,12,PO-00052104,2024-11-09 00:00:00,72,24,24,0,10033
52105,33,5,PO-00052105,2024-11-09 00:00:00,161,24,19,0,10033
52106,33,8,PO-00052106,2024-11-09 00:00:00,92,12,12,0,10033
52107,33,9,PO-00052107,2024-11-09 00:00:00,57,12,12,0,10033
52108,33,11,PO-00052108,2024-11-09 00:00:00,107,12,12,0,10033
52109,33,2,PO-00052109,2024-11-09 00:00:00,2,24,24,0,10033
52110,33,8,PO-00052110,2024-11-09 00:00:00,200,48,48,0,10033
52111,33,3,PO-00052111,2024-11-09 00:00:00,171,48,48,0,10033
52112,33,2,PO-00052112,2024-11-09 00:00:00,14,12,12,0,10033
52113,33,7,PO-00052113,2024-11-09 00:00:00,79,24,24,0,10033
52114,33,12,PO-00052114,2024-11-09 00:00:00,168,48,48,0,10033
52115,33,2,PO-00052115,2024-11-09 00:00:00,122,24,24,0,10033
52116,33,4,PO-00052116,2024-11-09 00:00:00,160,12,12,0,10033
52117,33,1,PO-00052117,2024-11-09 00:00:00,85,12,12,0,10033
52118,33,1,PO-00052118,2024-11-09 00:00:00,13,24,24,0,10033
52119,33,7,PO-00052119,2024-11-09 00:00:00,151,12,12,0,10033
52120,33,12,PO-00052120,2024-11-09 00:00:00,192,24,24,0,10033
52121,33,8,PO-00052121,2024-11-09 00:00:00,80,48,48,0,10033
52122,33,2,PO-00052122,2024-11-09 00:00:00,158,24,24,0,10033
52123,33,8,PO-00052123,2024-11-09 00:00:00,44,24,24,0,10033
52124,33,6,PO-00052124,2024-11-09 00:00:00,162,48,48,1,10033
52125,33,12,PO-00052125,2024-11-19 00:00:00,48,24,24,0,10033
52126,33,2,PO-00052126,2024-11-19 00:00:00,62,24,24,0,10033
52127,33,6,PO-00052127,2024-11-19 00:00:00,66,24,19,0,10033
52128,33,4,PO-00052128,2024-11-19 00:00:00,88,24,24,0,10033
52129,33,7,PO-00052129,2024-11-19 00:00:00,43,24,24,0,10033
52130,33,2,PO-00052130,2024-11-19 00:00:00,134,12,12,0,10033
52131,33,9,PO-00052131,2024-11-19 00:00:00,93,24,24,0,10033
52132,33,4,PO-00052132,2024-11-19 00:00:00,16,12,12,0,10033
52133,33,3,PO-00052133,2024-11-19 00:00:00,27,48,48,0,10033
52134,33,12,PO-00052134,2024-11-19 00:00:00,72,12,12,0,10033
52135,33,6,PO-00052135,2024-11-19 00:00:00,6,24,24,0,10033
52136,33,1,PO-00052136,2024-11-19 00:00:00,85,48,48,0,10033
52137,33,6,PO-00052137,2024-11-19 00:00:00,174,12,12,0,10033
52138,33,4,PO-00052138,2024-11-19 00:00:00,52,48,48,0,10033
52139,33,12,PO-00052139,2024-11-19 00:00:00,60,48,48,0,10033
52140,33,6,PO-00052140,2024-11-19 00:00:00,42,24,24,0,10033
52141,33,8,PO-00052141,2024-11-19 00:00:00,200,24,24,0,10033
52142,33,9,PO-00052142,2024-11-19 00:00:00,33,12,12,0,10033
52143,33,7,PO-00052143,2024-11-19 00:00:00,7,48,48,2,10033
52144,33,7,PO-00052144,2024-11-19 00:00:00,199,12,12,0,10033
52145,33,8,PO-00052145,2024-11-19 00:00:00,176,24,24,0,10033
52146,33,11,PO-00052146,2024-11-19 00:00:00,143,12,12,0,10033
52147,33,10,PO-00052147,2024-11-19 00:00:00,166,24,24,0,10033
52148,33,11,PO-00052148,2024-11-19 00:00:00,47,12,12,0,10033
52149,33,5,PO-00052149,2024-11-19 00:00:00,53,12,12,0,10033
52150,33,1,PO-00052150,2024-11-19 00:00:00,25,24,24,0,10033
52151,33,6,PO-00052151,2025-02-23 00:00:00,174,24,24,0,10033
52152,33,8,PO-00052152,2025-02-23 00:00:00,200,12,12,0,10033
52153,33,2,PO-00052153,2025-02-23 00:00:00,2,12,12,0,10033
52154,33,4,PO-00052154,2025-02-23 00:00:00,160,12,12,0,10033
52155,33,1,PO-00052155,2025-02-23 00:00:00,169,24,24,0,10033
52156,33,6,PO-00052156,2025-02-23 00:00:00,186,12,12,0,10033
52157,33,4,PO-00052157,2025-02-23 00:00:00,88,12,12,0,10033
52158,33,5,PO-00052158,2025-02-23 00:00:00,197,12,12,0,10033
52159,33,3,PO-00052159,2025-02-23 00:00:00,123,12,12,0,10033
52160,33,10,PO-00052160,2025-02-23 00:00:00,82,24,24,0,10033
52161,33,2,PO-00052161,2025-02-23 00:00:00,170,24,24,0,10033
52162,33,7,PO-00052162,2025-02-23 00:00:00,175,12,12,1,10033
52163,33,4,PO-00052163,2025-02-23 00:00:00,64,12,12,0,10033
52164,33,1,PO-00052164,2025-02-23 00:00:00,145,48,48,0,10033
52165,33,11,PO-00052165,2025-02-23 00:00:00,11,24,24,0,10033
52166,33,3,PO-00052166,2025-02-23 00:00:00,135,48,48,0,10033
52167,33,2,PO-00052167,2025-02-23 00:00:00,50,48,48,0,10033
52168,33,12,PO-00052168,2025-02-23 00:00:00,120,24,24,1,10033
52169,33,7,PO-00052169,2025-02-23 00:00:00,55,24,24,0,10033
52170,33,7,PO-00052170,2025-02-23 00:00:00,127,24,24,0,10033
52171,33,10,PO-00052171,2025-02-23 00:00:00,154,24,24,0,10033
52172,33,11,PO-00052172,2025-02-23 00:00:00,131,12,12,0,10033
52173,33,4,PO-00052173,2025-02-23 00:00:00,28,48,48,0,10033
52174,33,1,PO-00052174,2025-02-23 00:00:00,1,24,24,0,10033
52175,33,10,PO-00052175,2025-03-18 00:00:00,22,12,12,0,10033
52176,33,12,PO-00052176,2025-03-18 00:00:00,12,24,24,0,10033
52177,33,4,PO-00052177,2025-03-18 00:00:00,16,24,24,0,10033
52178,33,6,PO-00052178,2025-03-18 00:00:00,54,12,12,0,10033
52179,33,7,PO-00052179,2025-03-18 00:00:00,103,12,12,0,10033
52180,33,2,PO-00052180,2025-03-18 00:00:00,86,12,12,0,10033
52181,33,12,PO-00052181,2025-03-18 00:00:00,132,12,12,0,10033
52182,33,5,PO-00052182,2025-03-18 00:00:00,89,12,12,0,10033
52183,33,8,PO-00052183,2025-03-18 00:00:00,188,12,12,0,10033
52184,33,10,PO-00052184,2025-03-18 00:00:00,166,24,24,0,10033
52185,33,3,PO-00052185,2025-03-18 00:00:00,75,24,24,0,10033
52186,33,9,PO-00052186,2025-03-18 00:00:00,21,12,12,0,10033
52187,33,6,PO-00052187,2025-03-18 00:00:00,198,24,24,0,10033
52188,33,2,PO-00052188,2025-03-18 00:00:00,50,24,24,0,10033
52189,33,11,PO-00052189,2025-03-18 00:00:00,119,24,24,0,10033
52190,33,11,PO-00052190,2025-03-18 00:00:00,95,24,24,0,10033
52191,33,11,PO-00052191,2025-03-18 00:00:00,143,12,12,0,10033
52192,33,2,PO-00052192,2025-03-18 00:00:00,182,24,24,0,10033
52193,33,11,PO-00052193,2025-03-18 00:00:00,23,24,24,0,10033
52194,33,10,PO-00052194,2025-03-18 00:00:00,10,12,12,0,10033
52195,33,10,PO-00052195,2025-03-18 00:00:00,142,12,12,0,10033
52196,33,11,PO-00052196,2025-03-18 00:00:00,47,24,24,0,10033
52197,33,8,PO-00052197,2025-03-18 00:00:00,200,24,24,0,10033
52198,33,1,PO-00052198,2025-03-18 00:00:00,37,24,24,0,10033
52199,33,6,PO-00052199,2025-03-18 00:00:00,114,12,12,0,10033
52200,33,8,PO-00052200,2025-03-18 00:00:00,176,24,24,0,10033
52201,33,2,PO-00052201,2025-02-08 00:00:00,2,12,12,0,10033
52202,33,7,PO-00052202,2025-02-08 00:00:00,175,12,12,0,10033
52203,33,5,PO-00052203,2025-02-08 00:00:00,125,24,24,0,10033
52204,33,5,PO-00052204,2025-02-08 00:00:00,137,24,20,0,10033
52205,33,9,PO-00052205,2025-02-08 00:00:00,33,12,12,1,10033
52206,33,11,PO-00052206,2025-02-08 00:00:00,11,12,12,0,10033
52207,33,12,PO-00052207,2025-02-08 00:00:00,180,12,12,0,10033
52208,33,11,PO-00052208,2025-02-08 00:00:00,83,24,24,0,10033
52209,33,2,PO-00052209,2025-02-08 00:00:00,146,48,44,0,10033
52210,33,4,PO-00052210,2025-02-08 00:00:00,76,24,24,0,10033
52211,33,3,PO-00052211,2025-02-08 00:00:00,87,24,24,0,10033
52212,33,10,PO-00052212,2025-02-08 00:00:00,118,12,12,0,10033
52213,33,5,PO-00052213,2025-02-08 00:00:00,197,24,24,0,10033
52214,33,11,PO-00052214,2025-02-08 00:00:00,107,24,24,0,10033
52215,33,4,PO-00052215,2025-02-08 00:00:00,52,24,24,0,10033
52216,33,1,PO-00052216,2025-02-08 00:00:00,61,12,12,0,10033
52217,33,12,PO-00052217,2025-02-08 00:00:00,36,24,24,0,10033
52218,33,3,PO-00052218,2025-02-08 00:00:00,63,12,10,0,10033
52219,33,10,PO-00052219,2025-02-08 00:00:00,94,12,7,0,10033
52220,33,1,PO-00052220,2025-02-08 00:00:00,49,48,48,0,10033
52221,33,8,PO-00052221,2025-02-08 00:00:00,92,48,48,0,10033
52222,33,6,PO-00052222,2025-02-08 00:00:00,162,24,24,0,10033
52223,33,3,PO-00052223,2025-04-08 00:00:00,195,12,12,0,10033
52224,33,6,PO-00052224,2025-04-08 00:00:00,126,24,24,0,10033
52225,33,3,PO-00052225,2025-04-08 00:00:00,39,12,12,0,10033
52226,33,2,PO-00052226,2025-04-08 00:00:00,146,12,12,0,10033
52227,33,3,PO-00052227,2025-04-08 00:00:00,3,48,48,0,10033
52228,33,1,PO-00052228,2025-04-08 00:00:00,157,48,48,0,10033
52229,33,2,PO-00052229,2025-04-08 00:00:00,14,12,12,0,10033
52230,33,8,PO-00052230,2025-04-08 00:00:00,68,24,24,0,10033
52231,33,5,PO-00052231,2025-04-08 00:00:00,17,48,48,0,10033
52232,33,3,PO-00052232,2025-04-08 00:00:00,159,24,24,0,10033
52233,33,1,PO-00052233,2025-04-08 00:00:00,181,24,24,0,10033
52234,33,5,PO-00052234,2025-04-08 00:00:00,29,12,12,0,10033
52235,33,4,PO-00052235,2025-04-08 00:00:00,4,48,48,0,10033
52236,33,5,PO-00052236,2025-04-08 00:00:00,137,24,24,0,10033
52237,33,10,PO-00052237,2025-04-08 00:00:00,46,24,24,0,10033
52238,33,6,PO-00052238,2025-04-08 00:00:00,150,24,24,0,10033
52239,33,12,PO-00052239,2025-04-08 00:00:00,180,24,24,0,10033
52240,33,8,PO-00052240,2025-04-08 00:00:00,116,12,12,0,10033
52241,33,4,PO-00052241,2025-04-08 00:00:00,196,12,8,0,10033
52242,33,7,PO-00052242,2025-04-08 00:00:00,91,24,24,0,10033
52243,33,2,PO-00052243,2025-04-08 00:00:00,74,12,12,0,10033
52244,33,9,PO-00052244,2025-04-08 00:00:00,129,12,12,0,10033
52245,33,11,PO-00052245,2025-04-08 00:00:00,119,48,48,0,10033
52246,33,4,PO-00052246,2025-04-08 00:00:00,112,12,12,0,10033
52247,33,8,PO-00052247,2025-04-08 00:00:00,200,24,24,0,10033
52248,33,9,PO-00052248,2025-04-08 00:00:00,33,24,24,0,10033
52249,33,8,PO-00052249,2025-04-08 00:00:00,164,12,12,1,10033
52250,33,9,PO-00052250,2025-03-15 00:00:00,177,12,12,0,10033
52251,33,7,PO-00052251,2025-03-15 00:00:00,31,24,24,0,10033
52252,33,6,PO-00052252,2025-03-15 00:00:00,198,24,24,0,10033
52253,33,10,PO-00052253,2025-03-15 00:00:00,58,12,12,0,10033
52254,33,5,PO-00052254,2025-03-15 00:00:00,185,48,48,0,10033
52255,33,10,PO-00052255,2025-03-15 00:00:00,34,24,24,0,10033
52256,33,3,PO-00052256,2025-03-15 00:00:00,111,12,12,0,10033
52257,33,1,PO-00052257,2025-03-15 00:00:00,73,24,24,0,10033
52258,33,2,PO-00052258,2025-03-15 00:00:00,86,12,12,0,10033
52259,33,11,PO-00052259,2025-03-15 00:00:00,59,12,12,0,10033
52260,33,1,PO-00052260,2025-03-15 00:00:00,109,12,12,0,10033
52261,33,2,PO-00052261,2025-03-15 00:00:00,122,24,24,0,10033
52262,33,7,PO-00052262,2025-03-15 00:00:00,187,24,24,0,10033
52263,33,9,PO-00052263,2025-03-15 00:00:00,57,48,44,0,10033
52264,33,9,PO-00052264,2025-03-15 00:00:00,129,12,12,0,10033
52265,33,3,PO-00052265,2025-03-15 00:00:00,99,12,12,0,10033
52266,33,10,PO-00052266,2025-03-15 00:00:00,10,48,48,0,10033
52267,33,11,PO-00052267,2025-03-15 00:00:00,131,48,48,0,10033
52268,33,12,PO-00052268,2025-03-15 00:00:00,120,24,24,0,10033
52269,33,8,PO-00052269,2025-04-26 00:00:00,152,24,24,0,10033
52270,33,8,PO-00052270,2025-04-26 00:00:00,176,24,24,0,10033
52271,33,6,PO-00052271,2025-04-26 00:00:00,42,48,48,0,10033
52272,33,10,PO-00052272,2025-04-26 00:00:00,10,12,12,0,10033
52273,33,4,PO-00052273,2025-04-26 00:00:00,172,48,48,0,10033
52274,33,5,PO-00052274,2025-04-26 00:00:00,137,24,24,0,10033
52275,33,4,PO-00052275,2025-04-26 00:00:00,184,24,24,0,10033
52276,33,10,PO-00052276,2025-04-26 00:00:00,82,24,24,0,10033
52277,33,9,PO-00052277,2025-04-26 00:00:00,117,48,48,0,10033
52278,33,3,PO-00052278,2025-04-26 00:00:00,39,12,12,0,10033
52279,33,8,PO-00052279,2025-04-26 00:00:00,104,12,12,2,10033
52280,33,9,PO-00052280,2025-04-26 00:00:00,9,12,12,0,10033
52281,33,4,PO-00052281,2025-04-26 00:00:00,100,12,12,0,10033
52282,33,5,PO-00052282,2025-04-26 00:00:00,185,24,24,0,10033
52283,33,4,PO-00052283,2025-04-26 00:00:00,64,24,20,0,10033
52284,33,11,PO-00052284,2025-04-26 00:00:00,35,24,24,0,10033
52285,33,5,PO-00052285,2025-04-26 00:00:00,161,12,12,0,10033
52286,33,6,PO-00052286,2025-04-26 00:00:00,102,12,12,0,10033
52287,33,7,PO-00052287,2025-04-26 00:00:00,127,24,24,0,10033
52288,33,9,PO-00052288,2025-04-26 00:00:00,141,24,24,0,10033
52289,33,9,PO-00052289,2025-04-26 00:00:00,177,12,12,0,10033
52290,33,7,PO-00052290,2025-04-26 00:00:00,91,24,24,0,10033
52291,33,1,PO-00052291,2025-04-26 00:00:00,49,24,24,0,10033
52292,33,11,PO-00052292,2025-04-26 00:00:00,179,24,24,0,10033
52293,33,5,PO-00052293,2025-01-01 00:00:00,125,24,24,0,10033
52294,33,10,PO-00052294,2025-01-01 00:00:00,178,12,12,0,10033
52295,33,1,PO-00052295,2025-01-01 00:00:00,1,48,48,0,10033
52296,33,9,PO-00052296,2025-01-01 00:00:00,105,48,48,0,10033
52297,33,3,PO-00052297,2025-01-01 00:00:00,75,12,12,0,10033
52298,33,4,PO-00052298,2025-01-01 00:00:00,124,24,24,0,10033
52299,33,6,PO-00052299,2025-01-01 00:00:00,126,24,24,0,10033
52300,33,6,PO-00052300,2025-01-01 00:00:00,150,24,24,0,10033
52301,33,2,PO-00052301,2025-01-01 00:00:00,170,24,24,0,10033
52302,33,10,PO-00052302,2025-01-01 00:00:00,22,24,24,0,10033
52303,33,8,PO-00052303,2025-01-01 00:00:00,104,24,24,0,10033
52304,33,5,PO-00052304,2025-01-01 00:00:00,149,12,7,0,10033
52305,33,8,PO-00052305,2025-01-01 00:00:00,80,24,24,0,10033
52306,33,8,PO-00052306,2025-01-01 00:00:00,200,48,48,0,10033
52307,33,8,PO-00052307,2025-01-01 00:00:00,140,24,24,0,10033
52308,33,7,PO-00052308,2025-01-01 00:00:00,19,12,12,0,10033
52309,33,7,PO-00052309,2025-01-01 00:00:00,187,24,24,0,10033
52310,33,4,PO-00052310,2025-01-01 00:00:00,28,48,48,0,10033
52311,33,11,PO-00052311,2025-01-01 00:00:00,107,12,12,0,10033
52312,33,7,PO-00052312,2025-01-01 00:00:00,43,12,12,0,10033
52313,33,8,PO-00052313,2025-01-01 00:00:00,44,48,48,0,10033
52314,33,12,PO-00052314,2025-01-01 00:00:00,192,48,48,0,10033
52315,33,12,PO-00052315,2025-01-01 00:00:00,48,12,12,0,10033
52316,33,9,PO-00052316,2025-01-01 00:00:00,33,24,24,0,10033
52317,33,8,PO-00052317,2025-01-01 00:00:00,32,12,12,0,10033
52318,33,5,PO-00052318,2025-01-01 00:00:00,161,24,24,0,10033
52319,33,2,PO-00052319,2025-01-01 00:00:00,110,24,24,0,10033
52320,33,11,PO-00052320,2025-01-01 00:00:00,167,24,24,0,10033
52321,33,12,PO-00052321,2025-01-01 00:00:00,36,12,12,0,10033
52322,33,8,PO-00052322,2025-01-01 00:00:00,176,12,12,0,10033
52323,33,7,PO-00052323,2025-01-01 00:00:00,7,24,24,0,10033
52324,33,8,PO-00052324,2025-01-01 00:00:00,188,12,12,0,10033
52325,33,3,PO-00052325,2024-11-12 00:00:00,87,12,12,0,10033
52326,33,3,PO-00052326,2024-11-12 00:00:00,195,48,43,0,10033
52327,33,1,PO-00052327,2024-11-12 00:00:00,13,24,24,0,10033
52328,33,1,PO-00052328,2024-11-12 00:00:00,109,24,24,0,10033
52329,33,4,PO-00052329,2024-11-12 00:00:00,136,24,24,0,10033
52330,33,8,PO-00052330,2024-11-12 00:00:00,92,24,24,0,10033
52331,33,4,PO-00052331,2024-11-12 00:00:00,100,12,12,0,10033
52332,33,5,PO-00052332,2024-11-12 00:00:00,53,24,24,0,10033
52333,33,6,PO-00052333,2024-11-12 00:00:00,54,24,24,0,10033
52334,33,6,PO-00052334,2024-11-12 00:00:00,198,24,24,0,10033
52335,33,2,PO-00052335,2024-11-12 00:00:00,74,24,24,0,10033
52336,33,4,PO-00052336,2024-11-12 00:00:00,16,12,12,0,10033
52337,33,5,PO-00052337,2024-11-12 00:00:00,65,24,24,0,10033
52338,33,7,PO-00052338,2024-11-12 00:00:00,19,24,24,0,10033
52339,33,3,PO-00052339,2024-11-12 00:00:00,135,24,24,0,10033
52340,33,12,PO-00052340,2024-11-12 00:00:00,84,12,12,0,10033
52341,33,10,PO-00052341,2024-11-12 00:00:00,106,24,24,0,10033
52342,33,3,PO-00052342,2024-11-12 00:00:00,159,24,24,0,10033
52343,33,11,PO-00052343,2024-11-12 00:00:00,155,12,12,0,10033
52344,33,5,PO-00052344,2025-04-12 00:00:00,161,12,12,0,10033
52345,33,2,PO-00052345,2025-04-12 00:00:00,158,12,12,0,10033
52346,33,11,PO-00052346,2025-04-12 00:00:00,83,12,12,0,10033
52347,33,7,PO-00052347,2025-04-12 00:00:00,127,24,24,0,10033
52348,33,7,PO-00052348,2025-04-12 00:00:00,103,12,12,2,10033
52349,33,5,PO-00052349,2025-04-12 00:00:00,173,12,12,0,10033
52350,33,8,PO-00052350,2025-04-12 00:00:00,32,24,24,0,10033
52351,33,9,PO-00052351,2025-04-12 00:00:00,153,24,24,0,10033
52352,33,8,PO-00052352,2025-04-12 00:00:00,92,12,12,0,10033
52353,33,4,PO-00052353,2025-04-12 00:00:00,124,24,24,0,10033
52354,33,6,PO-00052354,2025-04-12 00:00:00,90,24,24,0,10033
52355,33,3,PO-00052355,2025-04-12 00:00:00,75,24,24,0,10033
52356,33,3,PO-00052356,2025-04-12 00:00:00,171,24,24,0,10033
52357,33,12,PO-00052357,2025-04-12 00:00:00,96,12,12,0,10033
52358,33,6,PO-00052358,2025-04-12 00:00:00,174,12,12,0,10033
52359,33,6,PO-00052359,2025-04-12 00:00:00,30,24,24,0,10033
52360,33,9,PO-00052360,2025-04-12 00:00:00,177,24,24,0,10033
52361,33,12,PO-00052361,2025-04-12 00:00:00,84,24,24,0,10033
52362,33,12,PO-00052362,2025-04-12 00:00:00,72,48,48,0,10033
52363,33,3,PO-00052363,2025-04-12 00:00:00,15,24,24,0,10033
52364,33,3,PO-00052364,2025-04-12 00:00:00,39,12,12,0,10033
52365,33,11,PO-00052365,2025-04-12 00:00:00,107,24,24,0,10033
52366,33,2,PO-00052366,2025-04-12 00:00:00,146,12,12,0,10033
52367,33,4,PO-00052367,2025-04-12 00:00:00,112,12,12,0,10033
52368,33,10,PO-00052368,2025-04-12 00:00:00,58,24,24,0,10033
52369,33,6,PO-00052369,2025-04-12 00:00:00,186,12,12,0,10033
52370,33,2,PO-00052370,2025-04-12 00:00:00,110,12,12,0,10033
52371,33,11,PO-00052371,2025-04-12 00:00:00,59,12,12,0,10033
52372,33,12,PO-00052372,2025-04-12 00:00:00,168,48,48,0,10033
52373,33,8,PO-00052373,2025-04-12 00:00:00,176,48,48,0,10033
52374,33,12,PO-00052374,2025-04-12 00:00:00,192,12,12,0,10033
52375,33,9,PO-00052375,2025-04-12 00:00:00,129,12,12,0,10033
52376,33,4,PO-00052376,2025-04-12 00:00:00,16,24,24,0,10033
52377,33,2,PO-00052377,2025-03-31 00:00:00,122,12,12,0,10033
52378,33,2,PO-00052378,2025-03-31 00:00:00,2,48,48,0,10033
52379,33,12,PO-00052379,2025-03-31 00:00:00,96,48,48,0,10033
52380,33,11,PO-00052380,2025-03-31 00:00:00,191,24,24,0,10033
52381,33,5,PO-00052381,2025-03-31 00:00:00,149,24,24,0,10033
52382,33,2,PO-00052382,2025-03-31 00:00:00,86,12,12,0,10033
52383,33,7,PO-00052383,2025-03-31 00:00:00,127,24,24,0,10033
52384,33,5,PO-00052384,2025-03-31 00:00:00,197,12,12,0,10033
52385,33,4,PO-00052385,2025-03-31 00:00:00,40,24,24,0,10033
52386,33,3,PO-00052386,2025-03-31 00:00:00,3,24,24,1,10033
52387,33,1,PO-00052387,2025-03-31 00:00:00,73,24,24,0,10033
52388,33,10,PO-00052388,2025-03-31 00:00:00,10,12,12,0,10033
52389,33,3,PO-00052389,2025-03-31 00:00:00,171,48,48,0,10033
52390,33,9,PO-00052390,2025-03-31 00:00:00,165,24,24,0,10033
52391,33,6,PO-00052391,2025-03-31 00:00:00,54,12,12,0,10033
52392,33,9,PO-00052392,2025-03-31 00:00:00,45,24,24,0,10033
52393,33,1,PO-00052393,2025-03-31 00:00:00,97,48,48,0,10033
52394,33,9,PO-00052394,2025-03-31 00:00:00,105,24,24,0,10033
52395,33,8,PO-00052395,2025-03-31 00:00:00,44,12,9,0,10033
52396,33,4,PO-00052396,2025-03-31 00:00:00,124,12,12,0,10033
52397,33,7,PO-00052397,2025-03-31 00:00:00,31,24,24,0,10033
52398,33,7,PO-00052398,2025-03-31 00:00:00,67,12,12,1,10033
52399,33,11,PO-00052399,2025-03-31 00:00:00,167,12,12,0,10033
52400,33,7,PO-00052400,2025-03-31 00:00:00,115,12,12,0,10033
52401,33,5,PO-00052401,2025-03-31 00:00:00,89,12,12,0,10033
52402,33,6,PO-00052402,2025-03-31 00:00:00,162,12,12,0,10033
52403,33,4,PO-00052403,2025-03-31 00:00:00,76,12,12,0,10033
52404,33,6,PO-00052404,2025-03-31 00:00:00,78,24,24,0,10033
52405,33,4,PO-00052405,2025-03-31 00:00:00,172,12,12,0,10033
52406,33,7,PO-00052406,2025-03-31 00:00:00,43,48,48,0,10033
52407,33,3,PO-00052407,2025-03-31 00:00:00,27,12,12,0,10033
52408,33,10,PO-00052408,2024-12-07 00:00:00,58,24,24,0,10033
52409,33,7,PO-00052409,2024-12-07 00:00:00,7,24,24,0,10033
52410,33,10,PO-00052410,2024-12-07 00:00:00,178,24,24,0,10033
52411,33,2,PO-00052411,2024-12-07 00:00:00,110,24,24,0,10033
52412,33,11,PO-00052412,2024-12-07 00:00:00,23,24,24,0,10033
52413,33,10,PO-00052413,2024-12-07 00:00:00,94,12,12,0,10033
52414,33,3,PO-00052414,2024-12-07 00:00:00,135,24,24,2,10033
52415,33,6,PO-00052415,2024-12-07 00:00:00,198,48,48,0,10033
52416,33,6,PO-00052416,2024-12-07 00:00:00,42,24,24,0,10033
52417,33,7,PO-00052417,2024-12-07 00:00:00,187,12,12,2,10033
52418,33,8,PO-00052418,2024-12-07 00:00:00,32,24,24,0,10033
52419,33,1,PO-00052419,2024-12-07 00:00:00,121,12,12,0,10033
52420,33,11,PO-00052420,2024-12-07 00:00:00,167,24,24,0,10033
52421,33,10,PO-00052421,2024-12-07 00:00:00,82,24,24,0,10033
52422,33,3,PO-00052422,2024-12-07 00:00:00,99,12,12,0,10033
52423,33,5,PO-00052423,2024-12-07 00:00:00,77,24,22,0,10033
52424,33,2,PO-00052424,2024-12-07 00:00:00,26,48,45,0,10033
52425,33,12,PO-00052425,2024-12-07 00:00:00,36,12,12,0,10033
52426,33,9,PO-00052426,2024-12-07 00:00:00,9,24,24,0,10033
52427,33,6,PO-00052427,2024-12-07 00:00:00,90,12,12,0,10033
52428,33,4,PO-00052428,2024-12-07 00:00:00,64,12,9,0,10033
52429,33,3,PO-00052429,2024-12-07 00:00:00,3,48,48,2,10033
52430,33,6,PO-00052430,2025-01-02 00:00:00,174,24,24,0,10033
52431,33,4,PO-00052431,2025-01-02 00:00:00,124,24,24,0,10033
52432,33,8,PO-00052432,2025-01-02 00:00:00,80,24,24,0,10033
52433,33,12,PO-00052433,2025-01-02 00:00:00,96,24,24,0,10033
52434,33,4,PO-00052434,2025-01-02 00:00:00,100,24,24,0,10033
52435,33,5,PO-00052435,2025-01-02 00:00:00,89,12,12,0,10033
52436,33,11,PO-00052436,2025-01-02 00:00:00,71,24,24,0,10033
52437,33,1,PO-00052437,2025-01-02 00:00:00,37,24,24,0,10033
52438,33,8,PO-00052438,2025-01-02 00:00:00,164,24,24,1,10033
52439,33,7,PO-00052439,2025-01-02 00:00:00,127,12,12,0,10033
52440,33,10,PO-00052440,2025-01-02 00:00:00,142,12,12,0,10033
52441,33,8,PO-00052441,2025-01-02 00:00:00,128,12,12,0,10033
52442,33,4,PO-00052442,2025-01-02 00:00:00,76,24,24,0,10033
52443,33,9,PO-00052443,2025-01-02 00:00:00,141,24,24,0,10033
52444,33,11,PO-00052444,2025-01-02 00:00:00,179,12,12,0,10033
52445,33,2,PO-00052445,2024-11-18 00:00:00,50,24,24,0,10033
